Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree_node<unsigned int>::_Rb_tree_node()
  0.00      1.41     0.00     2732     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<unsigned int> > >::deallocate(std::allocator<std::_Rb_tree_node<unsigned int> >&, std::_Rb_tree_node<unsigned int>*, unsigned long)
  0.00      1.41     0.00     2732     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<unsigned int> > >::destroy<unsigned int>(std::allocator<std::_Rb_tree_node<unsigned int> >&, unsigned int*)
  0.00      1.41     0.00     2732     0.00     0.00  std::allocator_traits<std::allocator<std::_Rb_tree_node<unsigned int> > >::allocate(std::allocator<std::_Rb_tree_node<unsigned int> >&, unsigned long)
  0.00      1.41     0.00     2732     0.00     0.00  void std::allocator_traits<std::allocator<std::_Rb_tree_node<unsigned int> > >::construct<unsigned int, unsigned int const&>(std::allocator<std::_Rb_tree_node<unsigned int> >&, unsigned int*, unsigned int const&)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree_node_base::_Rb_tree_node_base()
  0.00      1.41     0.00     2732     0.00     0.00  std::set<unsigned int, std::less<unsigned int>, std::allocator<unsigned int> >::insert(unsigned int const&)
  0.00      1.41     0.00     2732     0.00     0.00  std::pair<std::_Rb_tree_node_base*, std::_Rb_tree_node_base*>::pair<std::_Rb_tree_node<unsigned int>*&, std::_Rb_tree_node_base*&, true>(std::_Rb_tree_node<unsigned int>*&, std::_Rb_tree_node_base*&)
  0.00      1.41     0.00     2732     0.00     0.00  std::pair<std::_Rb_tree_iterator<unsigned int>, bool>::pair<std::_Rb_tree_iterator<unsigned int>, bool, true>(std::_Rb_tree_iterator<unsigned int>&&, bool&&)
  0.00      1.41     0.00     2732     0.00     0.00  std::pair<std::_Rb_tree_const_iterator<unsigned int>, bool>::pair<std::_Rb_tree_iterator<unsigned int>&, bool&, true>(std::_Rb_tree_iterator<unsigned int>&, bool&)
  0.00      1.41     0.00     2732     0.00     0.00  std::vector<float, std::allocator<float> >::_M_erase_at_end(float*)
  0.00      1.41     0.00     2732     0.00     0.00  std::vector<float, std::allocator<float> >::clear()
  0.00      1.41     0.00     2732     0.00     0.00  std::vector<float, std::allocator<float> >::operator[](unsigned long)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree_iterator<unsigned int> std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_insert_<unsigned int const&, std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_Alloc_node>(std::_Rb_tree_node_base*, std::_Rb_tree_node_base*, unsigned int const&, std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_Alloc_node&)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_Alloc_node::_Alloc_node(std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >&)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_get_node()
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_put_node(std::_Rb_tree_node<unsigned int>*)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_drop_node(std::_Rb_tree_node<unsigned int>*)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree_node<unsigned int>* std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_create_node<unsigned int const&>(unsigned int const&)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_destroy_node(std::_Rb_tree_node<unsigned int>*)
  0.00      1.41     0.00     2732     0.00     0.00  std::pair<std::_Rb_tree_iterator<unsigned int>, bool> std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_insert_unique<unsigned int const&>(unsigned int const&)
  0.00      1.41     0.00     2732     0.00     0.00  void std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_construct_node<unsigned int const&>(std::_Rb_tree_node<unsigned int>*, unsigned int const&)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_get_insert_unique_pos(unsigned int const&)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::begin()
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_S_right(std::_Rb_tree_node_base*)
  0.00      1.41     0.00     2732     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > std::__miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      1.41     0.00     2732     0.00     0.00  float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree_node<unsigned int>*& std::forward<std::_Rb_tree_node<unsigned int>*&>(std::remove_reference<std::_Rb_tree_node<unsigned int>*&>::type&)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree_node_base*& std::forward<std::_Rb_tree_node_base*&>(std::remove_reference<std::_Rb_tree_node_base*&>::type&)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree_iterator<unsigned int>& std::forward<std::_Rb_tree_iterator<unsigned int>&>(std::remove_reference<std::_Rb_tree_iterator<unsigned int>&>::type&)
  0.00      1.41     0.00     2732     0.00     0.00  bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
  0.00      1.41     0.00     2732     0.00     0.00  std::_Rb_tree_iterator<unsigned int>&& std::forward<std::_Rb_tree_iterator<unsigned int> >(std::remove_reference<std::_Rb_tree_iterator<unsigned int> >::type&)
  0.00      1.41     0.00     2732     0.00     0.00  bool&& std::forward<bool>(std::remove_reference<bool>::type&)
  0.00      1.41     0.00     2730     0.00     0.00  __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >::__normal_iterator(ape::Sprite* const* const&)
  0.00      1.41     0.00     2730     0.00     0.00  __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >::base() const
  0.00      1.41     0.00     2730     0.00     0.00  __gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > std::__miter_base<__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > > >(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >)
  0.00      1.41     0.00     2730     0.00     0.00  ape::Sprite* const* std::__niter_base<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >(__gnu_cxx::__normal_iterator<ape::Sprite* const*, std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > >)
  0.00      1.41     0.00     1439     0.00     0.00  ape::Sprite** std::__niter_base<ape::Sprite**>(ape::Sprite**)
  0.00      1.41     0.00     1433     0.00     0.00  __gnu_cxx::new_allocator<ape::Sprite*>::max_size() const
  0.00      1.41     0.00     1416     0.00     0.00  void ape::World::_staticAssertBase<ape::Sprite>()
  0.00      1.41     0.00     1390     0.00     0.00  std::_Vector_base<ape::Sprite*, std::allocator<ape::Sprite*> >::_M_deallocate(ape::Sprite**, unsigned long)
  0.00      1.41     0.00     1387     0.00     0.00  __gnu_cxx::new_allocator<ape::Sprite*>::deallocate(ape::Sprite**, unsigned long)
  0.00      1.41     0.00     1387     0.00     0.00  __gnu_cxx::new_allocator<ape::Sprite*>::allocate(unsigned long, void const*)
  0.00      1.41     0.00     1387     0.00     0.00  std::_Vector_base<ape::Sprite*, std::allocator<ape::Sprite*> >::_M_allocate(unsigned long)
  0.00      1.41     0.00     1387     0.00     0.00  std::allocator_traits<std::allocator<ape::Sprite*> >::deallocate(std::allocator<ape::Sprite*>&, ape::Sprite**, unsigned long)
  0.00      1.41     0.00     1387     0.00     0.00  std::allocator_traits<std::allocator<ape::Sprite*> >::allocate(std::allocator<ape::Sprite*>&, unsigned long)
  0.00      1.41     0.00     1376     0.00     0.00  ape::ComponentManager<ape::Sprite>::getComponentList()
  0.00      1.41     0.00     1376     0.00     0.00  std::vector<ape::Sprite, std::allocator<ape::Sprite> >& ape::World::getComponentList<ape::Sprite>()
  0.00      1.41     0.00     1367     0.00     0.00  ape::Window::isOpen()
  0.00      1.41     0.00     1367     0.00     0.00  ape::Sprite** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<ape::Sprite*>(ape::Sprite* const*, ape::Sprite* const*, ape::Sprite**)
  0.00      1.41     0.00     1367     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_M_erase(std::_Rb_tree_node<unsigned int>*)
  0.00      1.41     0.00     1366     0.00     0.00  ape::FrameCounter::tick()
  0.00      1.41     0.00     1366     0.00     0.00  ape::Shader::getUniformLocation(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.41     0.00     1366     0.00     0.00  ape::Shader::use()
  0.00      1.41     0.00     1366     0.00     0.00  ape::Window::clear(ape::Color)
  0.00      1.41     0.00     1366     0.00     0.00  ape::Window::display()
  0.00      1.41     0.00     1366     0.00     1.01  ape::Graphics::end()
  0.00      1.41     0.00     1366     0.00     0.00  ape::Graphics::begin()
  0.00      1.41     0.00     1366     0.00     0.00  ape::Renderer::operator=(ape::Renderer const&)
  0.00      1.41     0.00     1366     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<ape::Sprite*> >::_S_propagate_on_copy_assign()
  0.00      1.41     0.00     1366     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<float> >::_S_propagate_on_copy_assign()
  0.00      1.41     0.00     1366     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<ape::Sprite*, std::allocator<ape::Sprite*> >::capacity() const
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<float, std::allocator<float> >::end() const
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<float, std::allocator<float> >::begin() const
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<float, std::allocator<float> >::capacity() const
  0.00      1.41     0.00     1366     0.00     0.00  float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*)
  0.00      1.41     0.00     1366     0.00     0.00  void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      1.41     0.00     1366     0.00     0.00  std::set<unsigned int, std::less<unsigned int>, std::allocator<unsigned int> >::clear()
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<ape::Sprite, std::allocator<ape::Sprite> >::end()
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<ape::Sprite, std::allocator<ape::Sprite> >::begin()
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<ape::Sprite*, std::allocator<ape::Sprite*> >::operator=(std::vector<ape::Sprite*, std::allocator<ape::Sprite*> > const&)
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<ape::Sprite*, std::allocator<ape::Sprite*> >::operator[](unsigned long)
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<float, std::allocator<float> >::end()
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<float, std::allocator<float> >::begin()
  0.00      1.41     0.00     1366     0.00     0.00  std::vector<float, std::allocator<float> >::operator=(std::vector<float, std::allocator<float> > const&)
  0.00      1.41     0.00     1366     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::_Rb_tree_impl<std::less<unsigned int>, true>::_M_reset()
  0.00      1.41     0.00     1366     0.00     0.00  std::_Rb_tree<unsigned int, unsigned int, std::_Identity<unsigned int>, std::less<unsigned int>, std::allocator<unsigned int> >::clear()
  0.00      1.41     0.00     1366     0.00     0.00  float* std::__niter_base<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      1.41     0.00     1366     0.00     0.00  float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*)
  0.00      1.41     0.00     1366     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      1.41     0.00     1366     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::copy<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      1.41     0.00     1366     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      1.41     0.00     1366     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, std::allocator<float>&)
